#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HET_RATE	INCONSISTENT_AB_HET_RATE
NA19081	1109084	1.00000	1627587	0.99944	0.00098	0.00032	1.46751	0.01417
HG03115	1008473	1.00000	1600974	0.99946	0.00118	0.00041	1.58752	0.01445
NA18945	1122921	1.00000	1642452	0.99941	0.00096	0.00031	1.46266	0.01308
NA21101	1014710	1.00000	1841469	0.99955	0.00108	0.00033	1.81477	0.01069
NA18874	1009708	1.00000	1662347	0.99948	0.00085	0.00028	1.64636	0.01414
HG03867	1056796	1.00000	1683399	0.99957	0.00097	0.00031	1.59293	0.01241
NA20766	970614	1.00000	1726858	0.99955	0.00141	0.00043	1.77914	0.01273
HG01680	976060	1.00000	1710114	0.99948	0.00107	0.00035	1.75206	0.01379
HG04162	977201	1.00000	1774445	0.99947	0.00174	0.00057	1.81584	0.01329
NA18563	1111113	1.00000	1706260	0.99944	0.00100	0.00032	1.53563	0.01388
HG01242	948945	1.00000	1881632	0.99955	0.00093	0.00029	1.98287	0.01197
HG03978	1009467	1.00000	1765885	0.99932	0.00279	0.00103	1.74932	0.01354
NA19651	956280	1.00000	1785713	0.99953	0.00079	0.00024	1.86735	0.01380
NA18879	1075281	1.00000	1736333	0.99952	0.00100	0.00033	1.61477	0.01044
HG01492	974484	1.00000	1802159	0.99950	0.00095	0.00030	1.84935	0.01320
NA20340	997325	1.00000	1818682	0.99949	0.00096	0.00031	1.82356	0.01261
HG03385	1061498	1.00000	1677902	0.99950	0.00132	0.00048	1.58069	0.01315
NA19779	953999	1.00000	1803913	0.99953	0.00085	0.00026	1.89090	0.01495
HG00368	996649	1.00000	1746280	0.99949	0.00131	0.00040	1.75215	0.01256
HG00290	1028864	1.00000	1779158	0.99958	0.00103	0.00033	1.72925	0.00914
NA18975	1110149	1.00000	1658765	0.99949	0.00104	0.00033	1.49418	0.01297
NA18984	1135703	1.00000	1613101	0.99946	0.00100	0.00033	1.42035	0.01299
HG01342	930628	1.00000	1888285	0.99950	0.00090	0.00028	2.02904	0.01327
HG01389	1018855	1.00000	1670409	0.99953	0.00102	0.00032	1.63950	0.01279
HG01488	956636	1.00000	1858881	0.99950	0.00159	0.00054	1.94314	0.01211
HG00251	998364	1.00000	1797204	0.99955	0.00114	0.00035	1.80015	0.01041
HG03902	1032388	1.00000	1861788	0.99954	0.00180	0.00061	1.80338	0.00971
NA19435	1038678	1.00000	1724214	0.99950	0.00084	0.00028	1.66001	0.01312
HG00629	1162719	1.00000	1673829	0.99953	0.00096	0.00031	1.43958	0.00956
HG00531	1127434	1.00000	1653265	0.99946	0.00113	0.00037	1.46640	0.01221
HG03442	1054750	1.00000	1705236	0.99946	0.00161	0.00060	1.61672	0.01341
NA18635	1121219	1.00000	1681723	0.99950	0.00137	0.00047	1.49991	0.01216
HG01102	972005	1.00000	1879015	0.99952	0.00091	0.00028	1.93313	0.01175
HG00110	1017503	1.00000	1679014	0.99948	0.00084	0.00027	1.65013	0.01494
HG02047	1107830	1.00000	1681979	0.99950	0.00084	0.00027	1.51826	0.01223
HG03238	987466	1.00000	1814714	0.99949	0.00118	0.00039	1.83775	0.01313
HG00457	1128801	1.00000	1670802	0.99947	0.00097	0.00030	1.48016	0.01290
HG03491	1002943	1.00000	1804308	0.99954	0.00161	0.00055	1.79901	0.01212
NA19652	969929	1.00000	1807799	0.99951	0.00084	0.00026	1.86385	0.01336
NA21092	982990	1.00000	1760739	0.99950	0.00099	0.00030	1.79121	0.01368
HG02382	1102445	1.00000	1641578	0.99945	0.00078	0.00025	1.48903	0.01457
NA20761	988809	1.00000	1756288	0.99956	0.00088	0.00027	1.77617	0.01227
HG01110	989075	1.00000	1844506	0.99946	0.00136	0.00041	1.86488	0.01201
NA19082	1109410	1.00000	1637236	0.99950	0.00084	0.00027	1.47577	0.01291
NA19404	1037080	1.00000	1707801	0.99951	0.00082	0.00027	1.64674	0.01270
HG01440	970509	1.00000	1859272	0.99956	0.00087	0.00027	1.91577	0.01217
NA21127	1010419	1.00000	1860553	0.99950	0.00109	0.00034	1.84137	0.01147
NA19917	1010709	1.00000	1743569	0.99953	0.00091	0.00029	1.72509	0.01257
HG03789	994838	1.00000	1813910	0.99920	0.00562	0.00216	1.82332	0.01341
NA19070	1116204	1.00000	1665621	0.99944	0.00093	0.00029	1.49222	0.01316
NA19080	1129687	1.00000	1604251	0.99940	0.00091	0.00029	1.42008	0.01472
HG02410	1111422	1.00000	1656659	0.99942	0.00115	0.00036	1.49058	0.01378
HG02568	1028857	1.00000	1657464	0.99942	0.00102	0.00036	1.61098	0.01481
HG03428	1051879	1.00000	1692196	0.99941	0.00287	0.00111	1.60874	0.01261
NA11840	995268	1.00000	1743507	0.99948	0.00095	0.00030	1.75180	0.01214
NA19318	1052236	1.00000	1741213	0.99957	0.00092	0.00030	1.65477	0.01134
HG00117	1039541	1.00000	1733533	0.99951	0.00092	0.00029	1.66759	0.01059
HG00410	1116488	1.00000	1678941	0.99947	0.00096	0.00030	1.50377	0.01224
HG02095	1024924	1.00000	1744090	0.99949	0.00133	0.00049	1.70168	0.01330
HG00473	1138241	1.00000	1691487	0.99946	0.00099	0.00031	1.48605	0.01269
HG03629	998807	1.00000	1805788	0.99956	0.00090	0.00029	1.80794	0.01230
NA18988	1121441	1.00000	1634989	0.99951	0.00099	0.00032	1.45794	0.01255
NA21099	1007471	1.00000	1792205	0.99948	0.00099	0.00030	1.77891	0.01284
HG01137	1000214	1.00000	1774940	0.99953	0.00096	0.00030	1.77456	0.01292
NA19403	1027704	1.00000	1748188	0.99953	0.00098	0.00034	1.70106	0.01143
NA19785	1052639	1.00000	1675714	0.99947	0.00109	0.00036	1.59192	0.01324
HG01885	1035763	1.00000	1743080	0.99947	0.00080	0.00026	1.68289	0.01343
NA19777	987637	1.00000	1819232	0.99954	0.00110	0.00035	1.84200	0.01193
NA18646	1069964	1.00000	1609001	0.99950	0.00127	0.00039	1.50379	0.01378
NA19072	1134359	1.00000	1674060	0.99947	0.00104	0.00033	1.47578	0.01248
HG02943	1046744	1.00000	1669211	0.99948	0.00129	0.00046	1.59467	0.01343
HG02081	1096426	1.00000	1629679	0.99949	0.00098	0.00033	1.48636	0.01385
HG04062	1024884	1.00000	1810911	0.99949	0.00187	0.00064	1.76694	0.01242
HG01536	984330	1.00000	1760546	0.99950	0.00090	0.00028	1.78857	0.01348
HG03022	1084700	1.00000	1668564	0.99951	0.00116	0.00038	1.53827	0.01212
HG03796	981188	1.00000	1815948	0.99937	0.00359	0.00130	1.85076	0.01366
HG02364	1119137	1.00000	1658550	0.99951	0.00100	0.00032	1.48199	0.01204
HG00382	986438	1.00000	1734887	0.99953	0.00088	0.00027	1.75874	0.01293
HG04099	998757	1.00000	1810352	0.99944	0.00283	0.00103	1.81261	0.01270
HG00674	1123933	1.00000	1661798	0.99950	0.00089	0.00028	1.47856	0.01282
NA20796	999867	1.00000	1747893	0.99953	0.00110	0.00035	1.74813	0.01209
HG00335	984964	1.00000	1743455	0.99954	0.00138	0.00042	1.77007	0.01268
NA20758	981015	1.00000	1758595	0.99954	0.00090	0.00028	1.79263	0.01305
NA06986	984467	1.00000	1717824	0.99954	0.00103	0.00032	1.74493	0.01236
HG01597	1124762	1.00000	1680292	0.99948	0.00086	0.00028	1.49391	0.01176
HG00380	986583	1.00000	1782125	0.99954	0.00091	0.00028	1.80636	0.01158
NA12144	968572	1.00000	1728129	0.99948	0.00137	0.00042	1.78420	0.01295
NA18582	1124536	1.00000	1667486	0.99947	0.00093	0.00029	1.48282	0.01262
NA20870	990623	1.00000	1797423	0.99952	0.00107	0.00033	1.81444	0.01302
HG01789	988359	1.00000	1750301	0.99899	0.00668	0.00261	1.77092	0.01430
NA18499	1057781	1.00000	1710901	0.99945	0.00092	0.00031	1.61744	0.01331
NA18976	1121361	1.00000	1629924	0.99943	0.00092	0.00029	1.45352	0.01337
HG03757	979882	1.00000	1746975	0.99943	0.00249	0.00088	1.78284	0.01413
NA19076	1153927	1.00000	1668502	0.99949	0.00097	0.00031	1.44593	0.01092
HG02537	1030680	1.00000	1740603	0.99948	0.00131	0.00046	1.68879	0.01289
HG00311	980035	1.00000	1736662	0.99953	0.00089	0.00028	1.77204	0.01217
HG02374	1121700	1.00000	1685023	0.99948	0.00102	0.00032	1.50220	0.01252
NA18606	1179082	1.00000	1619401	0.99943	0.00100	0.00032	1.37344	0.01096
HG00705	1084536	1.00000	1613635	0.99946	0.00084	0.00027	1.48786	0.01411
NA20515	972837	1.00000	1730066	0.99950	0.00081	0.00026	1.77837	0.01390
NA18505	1069569	1.00000	1711480	0.99952	0.00137	0.00045	1.60016	0.01125
HG02655	1048299	1.00000	1673948	0.99945	0.00108	0.00036	1.59682	0.01316
HG01119	984734	1.00000	1787173	0.99951	0.00088	0.00027	1.81488	0.01243
NA20754	991615	1.00000	1783093	0.99953	0.00130	0.00040	1.79817	0.01232
HG01853	1109890	1.00000	1667183	0.99948	0.00096	0.00030	1.50212	0.01292
NA20534	981474	1.00000	1729694	0.99950	0.00154	0.00048	1.76234	0.01307
NA20885	985016	1.00000	1773055	0.99951	0.00094	0.00029	1.80003	0.01344
HG01974	1149078	1.00000	1489647	0.99936	0.00085	0.00028	1.29638	0.01501
HG01325	970137	1.00000	1821341	0.99954	0.00106	0.00033	1.87741	0.01203
NA18954	1109456	1.00000	1676562	0.99951	0.00100	0.00031	1.51116	0.01226
HG03228	1014876	1.00000	1700678	0.99943	0.00251	0.00089	1.67575	0.01398
NA21117	974587	1.00000	1768486	0.99953	0.00095	0.00029	1.81460	0.01325
NA21112	1017967	1.00000	1808662	0.99951	0.00105	0.00032	1.77674	0.01168
HG02028	1086752	1.00000	1614516	0.99943	0.00090	0.00029	1.48563	0.01447
HG02107	1060485	1.00000	1767653	0.99951	0.00104	0.00035	1.66683	0.01045
NA19712	993185	1.00000	1728022	0.99952	0.00084	0.00028	1.73988	0.01388
NA20882	1003656	1.00000	1849920	0.99953	0.00150	0.00048	1.84318	0.01080
HG02409	1119652	1.00000	1655630	0.99944	0.00085	0.00027	1.47870	0.01321
HG03578	1049383	1.00000	1697187	0.99944	0.00123	0.00044	1.61732	0.01358
NA18618	1130309	1.00000	1686953	0.99957	0.00086	0.00027	1.49247	0.01156
NA18636	1131138	1.00000	1697106	0.99945	0.00101	0.00032	1.50035	0.01226
HG03713	1003273	1.00000	1793099	0.99958	0.00098	0.00031	1.78725	0.01226
HG04060	1038701	1.00000	1837130	0.99955	0.00230	0.00081	1.76868	0.00994
HG01768	976788	1.00000	1769190	0.99951	0.00099	0.00030	1.81123	0.01232
NA18631	1110999	1.00000	1647901	0.99949	0.00109	0.00034	1.48326	0.01268
HG01874	1113311	1.00000	1669890	0.99945	0.00089	0.00028	1.49993	0.01368
NA19256	1006261	1.00000	1637685	0.99947	0.00097	0.00032	1.62750	0.01531
HG01566	1030388	1.00000	1762262	0.99953	0.00097	0.00030	1.71029	0.01137
HG00243	1005454	1.00000	1798059	0.99947	0.00100	0.00031	1.78831	0.01068
HG00554	975642	1.00000	1822911	0.99957	0.00101	0.00031	1.86842	0.01119
HG01029	1143828	1.00000	1688762	0.99951	0.00105	0.00034	1.47641	0.01051
HG02348	1073374	1.00000	1544704	0.99944	0.00123	0.00044	1.43911	0.01382
NA18542	1096659	1.00000	1666265	0.99942	0.00125	0.00042	1.51940	0.01414
HG03397	1028132	1.00000	1644017	0.99939	0.00313	0.00119	1.59903	0.01367
NA19746	1069508	1.00000	1715398	0.99951	0.00146	0.00051	1.60391	0.01271
HG00321	1037505	1.00000	1786618	0.99956	0.00106	0.00034	1.72203	0.00967
HG02108	1001449	1.00000	1778776	0.99951	0.00079	0.00025	1.77620	0.01314
HG02266	1157646	1.00000	1540354	0.99942	0.00081	0.00027	1.33059	0.01291
NA12827	1020424	1.00000	1802728	0.99955	0.00107	0.00034	1.76665	0.00905
NA18923	1055838	1.00000	1700545	0.99951	0.00079	0.00026	1.61061	0.01285
HG00141	992170	1.00000	1754769	0.99953	0.00141	0.00043	1.76862	0.01244
HG03099	1068369	1.00000	1690476	0.99944	0.00128	0.00046	1.58230	0.01320
NA19091	1141038	1.00000	1650123	0.99948	0.00099	0.00031	1.44616	0.01159
HG03108	1082412	1.00000	1717673	0.99948	0.00144	0.00051	1.58689	0.01072
NA19247	1035221	1.00000	1645184	0.99952	0.00073	0.00024	1.58921	0.01424
HG03600	995670	1.00000	1757875	0.99943	0.00274	0.00099	1.76552	0.01372
HG03458	1031324	1.00000	1654686	0.99942	0.00240	0.00092	1.60443	0.01365
NA19670	1013293	1.00000	1785045	0.99951	0.00096	0.00030	1.76163	0.01208
NA20764	987307	1.00000	1736406	0.99953	0.00091	0.00028	1.75873	0.01263
NA12842	977245	1.00000	1750083	0.99951	0.00095	0.00029	1.79083	0.01257
HG01864	1111486	1.00000	1691958	0.99950	0.00097	0.00031	1.52225	0.01227
HG02232	988794	1.00000	1738898	0.99951	0.00167	0.00059	1.75860	0.01249
NA20849	1015911	1.00000	1777137	0.99952	0.00108	0.00033	1.74930	0.01261
HG02813	1023965	1.00000	1661406	0.99948	0.00145	0.00052	1.62252	0.01475
HG00613	1100470	1.00000	1652394	0.99946	0.00089	0.00028	1.50153	0.01296
HG00358	1027495	1.00000	1757310	0.99952	0.00099	0.00031	1.71029	0.01151
HG00346	1003817	1.00000	1678313	0.99950	0.00113	0.00035	1.67193	0.01355
HG00106	1014355	1.00000	1780175	0.99955	0.00096	0.00030	1.75498	0.01105
HG00623	1148406	1.00000	1660446	0.99944	0.00087	0.00027	1.44587	0.01664
HG03303	1039850	1.00000	1683923	0.99945	0.00194	0.00074	1.61939	0.01339
NA12273	1000019	1.00000	1765764	0.99956	0.00098	0.00031	1.76573	0.01179
NA19086	1127405	1.00000	1664093	0.99954	0.00093	0.00029	1.47604	0.01165
HG00236	1021751	1.00000	1766336	0.99953	0.00134	0.00042	1.72873	0.01081
NA19235	1039872	1.00000	1666959	0.99948	0.00091	0.00030	1.60304	0.01312
NA19679	1036902	1.00000	1651703	0.99950	0.00101	0.00032	1.59292	0.01291
HG00137	976913	1.00000	1748791	0.99951	0.00125	0.00040	1.79012	0.01175
HG00693	1107894	1.00000	1673040	0.99949	0.00096	0.00030	1.51011	0.01237
NA20334	942259	1.00000	1883962	0.99952	0.00098	0.00030	1.99941	0.01197
NA19011	1119519	1.00000	1680008	0.99949	0.00098	0.00031	1.50065	0.01302
HG01699	997187	1.00000	1732616	0.99951	0.00095	0.00030	1.73750	0.01228
HG02854	1064141	1.00000	1709336	0.99952	0.00104	0.00035	1.60631	0.01200
HG04144	1004102	1.00000	1817355	0.99946	0.00338	0.00124	1.80993	0.01229
NA07037	1003031	1.00000	1764080	0.99948	0.00148	0.00050	1.75875	0.01189
HG02144	975708	1.00000	1683121	0.99953	0.00090	0.00030	1.72503	0.01442
NA20541	994024	1.00000	1743980	0.99951	0.00140	0.00043	1.75446	0.01216
NA19439	1046562	1.00000	1715150	0.99959	0.00085	0.00028	1.63884	0.01124
HG01578	1048548	1.00000	1751680	0.99954	0.00094	0.00030	1.67058	0.01160
HG01079	966949	1.00000	1824067	0.99956	0.00088	0.00027	1.88641	0.01198
HG00640	957864	1.00000	1784761	0.99952	0.00094	0.00029	1.86327	0.01297
HG03745	1012311	1.00000	1715280	0.99953	0.00093	0.00029	1.69442	0.01347
NA18535	1082139	1.00000	1616658	0.99942	0.00083	0.00026	1.49395	0.01496
NA20812	1001335	1.00000	1765539	0.99950	0.00104	0.00032	1.76319	0.01217
HG03886	975406	1.00000	1758447	0.99955	0.00108	0.00033	1.80278	0.01286
HG03594	1000025	1.00000	1790502	0.99945	0.00163	0.00052	1.79046	0.01297
HG04061	1033171	1.00000	1828825	0.99937	0.00497	0.00189	1.77011	0.01112
NA12749	951442	1.00000	1723368	0.99953	0.00122	0.00038	1.81132	0.01343
NA20535	988076	1.00000	1740255	0.99955	0.00137	0.00042	1.76126	0.01176
NA19121	1028045	1.00000	1637564	0.99946	0.00082	0.00027	1.59289	0.01357
HG02882	1054832	1.00000	1695312	0.99949	0.00110	0.00038	1.60719	0.01245
HG00188	982253	1.00000	1725828	0.99950	0.00086	0.00027	1.75701	0.01330
NA19819	976265	1.00000	1838043	0.99947	0.00150	0.00052	1.88273	0.01215
HG03126	1061351	1.00000	1719999	0.99948	0.00164	0.00061	1.62058	0.01238
HG01506	984649	1.00000	1728038	0.99949	0.00089	0.00028	1.75498	0.01335
NA20765	962284	1.00000	1727095	0.99954	0.00146	0.00045	1.79479	0.01309
NA18974	1138838	1.00000	1694352	0.99950	0.00155	0.00049	1.48779	0.01050
HG01247	960963	1.00000	1852567	0.99952	0.00093	0.00028	1.92782	0.01233
HG00304	992759	1.00000	1766271	0.99954	0.00096	0.00030	1.77915	0.01171
HG00704	1098777	1.00000	1596055	0.99945	0.00079	0.00025	1.45257	0.01470
HG01705	973383	1.00000	1747036	0.99954	0.00093	0.00028	1.79481	0.01278
HG03105	1070775	1.00000	1673887	0.99928	0.00409	0.00163	1.56325	0.01289
HG01504	975110	1.00000	1736847	0.99945	0.00097	0.00030	1.78118	0.01387
HG00315	992365	1.00000	1727059	0.99952	0.00123	0.00038	1.74035	0.01305
NA21090	1000706	1.00000	1791383	0.99953	0.00123	0.00038	1.79012	0.01273
HG02852	1038665	1.00000	1644832	0.99951	0.00109	0.00036	1.58360	0.01431
HG00149	992559	1.00000	1753487	0.99955	0.00086	0.00027	1.76663	0.01229
HG00656	1117223	1.00000	1666610	0.99951	0.00097	0.00031	1.49174	0.01223
NA18523	1053711	1.00000	1704599	0.99949	0.00089	0.00029	1.61771	0.01274
HG00148	963616	1.00000	1725648	0.99949	0.00079	0.00025	1.79080	0.01402
NA18571	1121849	1.00000	1664663	0.99949	0.00094	0.00030	1.48386	0.01192
HG03969	1021528	1.00000	1817409	0.99951	0.00179	0.00058	1.77911	0.01155
HG02334	963008	1.00000	1841980	0.99955	0.00110	0.00035	1.91274	0.01221
NA19001	1118003	1.00000	1672302	0.99948	0.00092	0.00029	1.49579	0.01306
NA20581	1003016	1.00000	1755492	0.99949	0.00134	0.00044	1.75021	0.01227
NA20296	958095	1.00000	1795919	0.99955	0.00093	0.00029	1.87447	0.01315
NA20815	976228	1.00000	1754853	0.99947	0.00086	0.00027	1.79759	0.01388
HG02642	1057436	1.00000	1677667	0.99948	0.00135	0.00049	1.58654	0.01342
NA20888	1015945	1.00000	1768301	0.99953	0.00099	0.00031	1.74055	0.01235
NA20519	996371	1.00000	1738792	0.99940	0.00210	0.00076	1.74513	0.01356
HG01121	973053	1.00000	1806471	0.99950	0.00100	0.00031	1.85650	0.01314
HG00272	1030401	1.00000	1786196	0.99954	0.00100	0.00032	1.73350	0.00968
HG02895	1075702	1.00000	1721369	0.99950	0.00103	0.00034	1.60023	0.01214
NA19449	1037666	1.00000	1710003	0.99953	0.00077	0.00025	1.64793	0.01303
NA20852	980616	1.00000	1762608	0.99945	0.00097	0.00029	1.79745	0.01422
HG01305	960232	1.00000	1863847	0.99953	0.00119	0.00037	1.94104	0.01195
HG03765	983305	1.00000	1816351	0.99956	0.00096	0.00030	1.84719	0.01250
NA19084	1137041	1.00000	1695954	0.99950	0.00103	0.00032	1.49155	0.01068
HG03439	1061159	1.00000	1685035	0.99950	0.00105	0.00035	1.58792	0.01283
HG01191	973138	1.00000	1842590	0.99953	0.00107	0.00034	1.89345	0.01173
NA19152	1061655	1.00000	1708753	0.99952	0.00093	0.00031	1.60952	0.01206
HG01771	998531	1.00000	1765620	0.99953	0.00104	0.00033	1.76822	0.01143
HG02391	1117146	1.00000	1610157	0.99950	0.00092	0.00029	1.44131	0.01350
NA20905	1039148	1.00000	1846902	0.99955	0.00120	0.00038	1.77732	0.00871
NA21120	1002666	1.00000	1823401	0.99949	0.00115	0.00036	1.81855	0.01157
HG03667	1042421	1.00000	1773951	0.99950	0.00134	0.00045	1.70176	0.01169
HG01795	1143285	1.00000	1692596	0.99943	0.00093	0.00030	1.48047	0.01190
HG04173	1006339	1.00000	1827558	0.99950	0.00130	0.00041	1.81605	0.01275
NA18944	1098396	1.00000	1613493	0.99939	0.00153	0.00056	1.46895	0.01406
HG01623	974591	1.00000	1748794	0.99952	0.00089	0.00028	1.79439	0.01319
HG01941	1113086	1.00000	1646045	0.99947	0.00093	0.00030	1.47881	0.01231
HG01048	986257	1.00000	1871226	0.99955	0.00122	0.00039	1.89730	0.01055
NA21119	992393	1.00000	1732515	0.99955	0.00119	0.00038	1.74580	0.01340
HG03695	1033791	1.00000	1733573	0.99948	0.00097	0.00030	1.67691	0.01443
NA12830	953388	1.00000	1732190	0.99950	0.00102	0.00032	1.81688	0.01368
NA18924	1052948	1.00000	1695601	0.99945	0.00106	0.00035	1.61034	0.01284
HG00268	985061	1.00000	1734037	0.99955	0.00095	0.00030	1.76033	0.01243
NA18856	1043916	1.00000	1709951	0.99950	0.00087	0.00029	1.63802	0.01355
HG01334	984751	1.00000	1767620	0.99955	0.00088	0.00027	1.79499	0.01246
NA19467	1037782	1.00000	1723004	0.99953	0.00089	0.00029	1.66028	0.01223
NA21105	1017955	1.00000	1842655	0.99955	0.00107	0.00034	1.81015	0.01005
HG01094	955550	1.00000	1853972	0.99953	0.00097	0.00030	1.94021	0.01233
NA21126	1003280	1.00000	1763540	0.99954	0.00111	0.00034	1.75777	0.01303
HG00183	1007817	1.00000	1749771	0.99950	0.00085	0.00027	1.73620	0.01324
HG02291	1192530	1.00000	1474311	0.99939	0.00107	0.00038	1.23629	0.01411
HG03716	978422	1.00000	1797622	0.99924	0.00462	0.00171	1.83727	0.01447
NA19756	986118	1.00000	1787480	0.99956	0.00082	0.00026	1.81264	0.01310
NA19310	1034441	1.00000	1691425	0.99952	0.00104	0.00033	1.63511	0.01282
HG01684	970346	1.00000	1743212	0.99953	0.00088	0.00027	1.79648	0.01358
HG00126	1018535	1.00000	1782136	0.99953	0.00151	0.00050	1.74971	0.01020
HG02165	1107675	1.00000	1668146	0.99946	0.00084	0.00027	1.50599	0.01284
NA18599	1131651	1.00000	1691049	0.99949	0.00104	0.00033	1.49432	0.01201
NA19037	1064556	1.00000	1756690	0.99954	0.00091	0.00030	1.65016	0.01128
HG00610	1132988	1.00000	1660491	0.99944	0.00110	0.00035	1.46559	0.01240
HG04141	1024624	1.00000	1851745	0.99952	0.00126	0.00039	1.80724	0.01094
HG00448	1133568	1.00000	1671381	0.99946	0.00128	0.00040	1.47444	0.01197
HG02406	1119556	1.00000	1640997	0.99949	0.00084	0.00027	1.46576	0.01327
HG02380	1164353	1.00000	1538639	0.99946	0.00116	0.00037	1.32145	0.01450
HG03401	1016714	1.00000	1629337	0.99941	0.00110	0.00038	1.60255	0.01587
NA18616	1109854	1.00000	1639241	0.99949	0.00090	0.00029	1.47699	0.01310
NA19466	1027267	1.00000	1755761	0.99954	0.00087	0.00029	1.70916	0.01183
HG00257	1000829	1.00000	1783400	0.99958	0.00108	0.00035	1.78192	0.01179
HG03018	1010389	1.00000	1785713	0.99947	0.00139	0.00046	1.76735	0.01266
NA19471	1046413	1.00000	1729373	0.99953	0.00080	0.00026	1.65267	0.01285
HG00114	1008252	1.00000	1738489	0.99953	0.00090	0.00028	1.72426	0.01154
NA19248	1072894	1.00000	1698963	0.99956	0.00088	0.00030	1.58353	0.01155
NA20854	989603	1.00000	1830509	0.99955	0.00097	0.00030	1.84974	0.01171
NA11881	1003429	1.00000	1748543	0.99956	0.00092	0.00028	1.74257	0.01215
HG03095	1013360	1.00000	1637100	0.99928	0.00424	0.00167	1.61552	0.01489
NA18877	1059515	1.00000	1686015	0.99947	0.00077	0.00026	1.59131	0.01341
NA18645	1124278	1.00000	1637289	0.99947	0.00098	0.00031	1.45630	0.01303
HG03884	1021501	1.00000	1679399	0.99929	0.00415	0.00155	1.64405	0.01351
NA19036	1073133	1.00000	1763334	0.99958	0.00116	0.00038	1.64316	0.00896
HG03472	1024994	1.00000	1660816	0.99938	0.00228	0.00087	1.62032	0.01499
HG03258	1060802	1.00000	1719901	0.99950	0.00143	0.00052	1.62132	0.01139
NA18611	1122147	1.00000	1681255	0.99947	0.00104	0.00034	1.49825	0.01213
HG01790	990340	1.00000	1719218	0.99953	0.00097	0.00031	1.73599	0.01254
NA19360	1029807	1.00000	1695937	0.99948	0.00081	0.00027	1.64685	0.01318
HG04080	1029007	1.00000	1830439	0.99953	0.00122	0.00038	1.77884	0.01104
HG02685	1036137	1.00000	1694407	0.99945	0.00203	0.00072	1.63531	0.01299
NA20877	1006580	1.00000	1722647	0.99948	0.00131	0.00040	1.71139	0.01292
NA12812	1004424	1.00000	1781403	0.99949	0.00104	0.00033	1.77356	0.01154
NA21104	1001603	1.00000	1762048	0.99945	0.00096	0.00030	1.75923	0.01290
HG03268	1048860	1.00000	1676460	0.99948	0.00106	0.00036	1.59836	0.01268
NA20792	995568	1.00000	1799063	0.99948	0.00100	0.00032	1.80707	0.01167
HG00353	980228	1.00000	1743262	0.99951	0.00091	0.00028	1.77843	0.01262
HG01375	958866	1.00000	1833377	0.99954	0.00094	0.00029	1.91203	0.01284
NA20810	997695	1.00000	1776560	0.99954	0.00111	0.00035	1.78066	0.01149
HG03229	1033012	1.00000	1649669	0.99942	0.00132	0.00046	1.59695	0.01389
NA20805	1010264	1.00000	1752985	0.99955	0.00089	0.00028	1.73518	0.01158
HG01775	1006710	1.00000	1769535	0.99953	0.00102	0.00032	1.75774	0.01152
NA19075	1121846	1.00000	1664081	0.99944	0.00092	0.00029	1.48334	0.01331
HG01521	988731	1.00000	1704573	0.99953	0.00095	0.00029	1.72400	0.01313
NA19762	1049628	1.00000	1836071	0.99949	0.00135	0.00045	1.74926	0.01065
HG02051	1056544	1.00000	1725557	0.99951	0.00081	0.00028	1.63321	0.01203
HG03265	1027832	1.00000	1658141	0.99945	0.00123	0.00041	1.61324	0.01465
HG02648	1052686	1.00000	1690457	0.99950	0.00099	0.00032	1.60585	0.01223
HG04015	1005657	1.00000	1766731	0.99951	0.00095	0.00030	1.75679	0.01405
NA11830	1001264	1.00000	1768215	0.99948	0.00119	0.00038	1.76598	0.01230
HG01809	1129474	1.00000	1648577	0.99945	0.00098	0.00031	1.45960	0.01276
NA19117	1030410	1.00000	1659403	0.99954	0.00082	0.00027	1.61043	0.01311
HG02427	1014153	1.00000	1730159	0.99944	0.00232	0.00089	1.70601	0.01310
HG01779	1007704	1.00000	1780792	0.99957	0.00096	0.00030	1.76718	0.01125
NA19397	1048968	1.00000	1709618	0.99951	0.00083	0.00027	1.62981	0.01265
NA11829	1005755	1.00000	1779553	0.99952	0.00099	0.00031	1.76937	0.01031
NA19474	1039731	1.00000	1720807	0.99954	0.00078	0.00026	1.65505	0.01244
HG03973	998686	1.00000	1778192	0.99950	0.00118	0.00038	1.78053	0.01277
HG00525	1104758	1.00000	1606461	0.99950	0.00146	0.00046	1.45413	0.01306
NA19059	1118366	1.00000	1661840	0.99948	0.00100	0.00032	1.48595	0.01293
HG02301	1099009	1.00000	1625312	0.99945	0.00137	0.00049	1.47889	0.01299
NA20899	1004875	1.00000	1786783	0.99951	0.00090	0.00028	1.77811	0.01322
NA19054	1115624	1.00000	1661246	0.99946	0.00087	0.00028	1.48907	0.01295
HG03977	993796	1.00000	1728735	0.99937	0.00181	0.00065	1.73953	0.01425
NA11893	994628	1.00000	1754589	0.99952	0.00127	0.00043	1.76407	0.01231
HG02691	1033108	1.00000	1793267	0.99950	0.00128	0.00040	1.73580	0.01152
NA18986	1132679	1.00000	1699139	0.99943	0.00108	0.00035	1.50011	0.01233
HG02253	1028034	1.00000	1738630	0.99945	0.00090	0.00029	1.69122	0.01307
