#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HET_RATE	INCONSISTENT_AB_HET_RATE
HG01990	1030203	1.00000	1746903	0.97777	0.00550	0.00173	1.69569	0.01274
HG01464	990526	1.00000	1894619	0.97655	0.00630	0.00187	1.91274	0.01159
HG00409	1120177	1.00000	1629651	0.97550	0.00653	0.00199	1.45482	0.01388
HG03692	1049414	1.00000	1769356	0.97611	0.00611	0.00186	1.68604	0.01226
NA12874	1061639	1.00000	1713173	0.97607	0.00709	0.00228	1.61371	0.01059
NA18950	1137558	1.00000	1671619	0.97490	0.00593	0.00181	1.46948	0.01291
NA19137	1069081	1.00000	1683995	0.97643	0.00630	0.00205	1.57518	0.01255
HG03777	1028735	1.00000	1809823	0.97607	0.00649	0.00194	1.75927	0.01225
NA06994	999060	1.00000	1740017	0.97686	0.00689	0.00206	1.74165	0.01306
HG02477	1025234	1.00000	1800583	0.97704	0.00657	0.00214	1.75627	0.01166
NA11931	1010998	1.00000	1785274	0.97659	0.00616	0.00186	1.76585	0.01089
HG00265	1033421	1.00000	1768293	0.97661	0.00658	0.00200	1.71111	0.01014
HG01756	1010889	1.00000	1790156	0.97686	0.00671	0.00202	1.77087	0.01157
HG03782	1005385	1.00000	1790594	0.97786	0.00707	0.00216	1.78100	0.01322
NA18999	1148660	1.00000	1699618	0.97565	0.00642	0.00199	1.47965	0.01030
NA19201	1069574	1.00000	1679017	0.97612	0.00714	0.00227	1.56980	0.01300
NA19214	1102055	1.00000	1733549	0.97678	0.00646	0.00210	1.57301	0.00760
HG03778	1041539	1.00000	1837953	0.97766	0.00720	0.00221	1.76465	0.00847
NA20763	1010462	1.00000	1807515	0.97655	0.00734	0.00220	1.78880	0.00899
HG04177	1048483	1.00000	1813974	0.97650	0.00840	0.00263	1.73009	0.01125
HG00557	1154216	1.00000	1670539	0.97627	0.00618	0.00191	1.44734	0.01135
NA20587	1029649	1.00000	1779909	0.97638	0.00639	0.00193	1.72866	0.01071
HG01871	1135868	1.00000	1687562	0.97526	0.00661	0.00204	1.48570	0.01185
HG01444	998200	1.00000	1839733	0.97683	0.00762	0.00241	1.84305	0.01196
HG01204	982202	1.00000	1836899	0.97789	0.00607	0.00184	1.87018	0.01232
HG03814	1020927	1.00000	1761835	0.97694	0.00639	0.00191	1.72572	0.01321
HG02138	1138110	1.00000	1684701	0.97492	0.00604	0.00184	1.48026	0.01207
HG02337	1040875	1.00000	1783947	0.97720	0.00742	0.00250	1.71389	0.01115
HG03572	1061085	1.00000	1698363	0.97631	0.00686	0.00231	1.60059	0.01277
HG03681	1025800	1.00000	1767549	0.97683	0.00608	0.00187	1.72309	0.01320
NA19789	1003381	1.00000	1821622	0.97721	0.00585	0.00178	1.81548	0.01292
HG02048	1125174	1.00000	1686721	0.97608	0.00595	0.00183	1.49908	0.01255
HG02186	1134215	1.00000	1667721	0.97550	0.00588	0.00182	1.47037	0.01186
HG03209	1078759	1.00000	1706367	0.97657	0.00682	0.00224	1.58179	0.01191
HG01572	1173989	1.00000	1509565	0.97475	0.00659	0.00206	1.28584	0.01348
HG01055	981549	1.00000	1874974	0.97716	0.00636	0.00192	1.91022	0.01179
HG00553	977089	1.00000	1897927	0.97719	0.00623	0.00185	1.94243	0.01003
NA19920	1035931	1.00000	1789011	0.97752	0.00610	0.00191	1.72696	0.01113
HG01849	1131678	1.00000	1699065	0.97537	0.00638	0.00197	1.50137	0.01128
NA19307	1064775	1.00000	1760201	0.97679	0.00634	0.00201	1.65312	0.01033
HG02058	1118315	1.00000	1705677	0.97567	0.00597	0.00184	1.52522	0.01100
HG04198	1034522	1.00000	1853349	0.97676	0.01320	0.00435	1.79150	0.00770
HG02890	1052066	1.00000	1713640	0.97710	0.00665	0.00222	1.62883	0.01283
HG01431	997736	1.00000	1850465	0.97703	0.00642	0.00192	1.85466	0.01179
HG02064	1115525	1.00000	1666609	0.97616	0.00696	0.00220	1.49401	0.01262
NA21133	1048398	1.00000	1833529	0.97643	0.00735	0.00222	1.74889	0.00753
HG00759	1135352	1.00000	1656492	0.97637	0.00634	0.00196	1.45901	0.01242
HG01302	972760	1.00000	1887056	0.97679	0.00705	0.00208	1.93990	0.01168
HG02603	1029456	1.00000	1801715	0.97692	0.00701	0.00220	1.75016	0.01188
NA19213	1060771	1.00000	1684562	0.97623	0.00518	0.00167	1.58805	0.01342
NA20585	1053263	1.00000	1671116	0.97579	0.00775	0.00237	1.58661	0.01193
HG01080	1000475	1.00000	1870028	0.97672	0.00684	0.00203	1.86914	0.01092
HG00178	1011679	1.00000	1770700	0.97666	0.00588	0.00177	1.75026	0.01199
HG03913	1026986	1.00000	1828487	0.97718	0.00704	0.00211	1.78044	0.01159
HG01098	983191	1.00000	1856994	0.97630	0.00742	0.00221	1.88874	0.01192
HG02429	1052224	1.00000	1765103	0.97698	0.00642	0.00211	1.67750	0.01112
HG03598	996728	1.00000	1804113	0.97667	0.00988	0.00291	1.81004	0.01380
HG00323	1009756	1.00000	1739467	0.97671	0.00711	0.00212	1.72266	0.01283
HG02610	1066451	1.00000	1708123	0.97635	0.00640	0.00203	1.60169	0.01279
HG03731	1025510	1.00000	1785890	0.97652	0.00639	0.00192	1.74147	0.01279
HG02184	1143334	1.00000	1675098	0.97605	0.00578	0.00178	1.46510	0.01103
HG00252	1032581	1.00000	1745507	0.97658	0.00643	0.00197	1.69043	0.01127
HG02185	1151037	1.00000	1648015	0.97533	0.00689	0.00216	1.43177	0.01185
HG02757	1096932	1.00000	1733766	0.97712	0.00804	0.00272	1.58056	0.00846
NA19700	1013820	1.00000	1829575	0.97808	0.00632	0.00195	1.80463	0.01144
HG03567	1071742	1.00000	1707541	0.97732	0.00588	0.00191	1.59324	0.01192
NA19741	1118581	1.00000	1618896	0.97654	0.00560	0.00173	1.44728	0.01291
HG02774	997903	1.00000	1811363	0.97754	0.00746	0.00226	1.81517	0.01252
HG00250	995361	1.00000	1745638	0.97673	0.00627	0.00189	1.75377	0.01296
HG00479	1115707	1.00000	1649939	0.97590	0.00698	0.00212	1.47883	0.01351
HG01986	1008514	1.00000	1757213	0.97793	0.00559	0.00176	1.74238	0.01307
HG02439	1052722	1.00000	1763818	0.97719	0.00727	0.00244	1.67548	0.01139
NA19146	1073234	1.00000	1705516	0.97621	0.00835	0.00295	1.58914	0.01231
NA06984	1010677	1.00000	1769948	0.97601	0.00648	0.00197	1.75125	0.01246
HG02223	991016	1.00000	1795309	0.97615	0.00599	0.00180	1.81158	0.01263
HG03823	1020633	1.00000	1813624	0.97725	0.00764	0.00233	1.77696	0.01201
NA18591	1165130	1.00000	1684481	0.97642	0.00635	0.00200	1.44575	0.00720
NA19773	980675	1.00000	1844649	0.97657	0.00639	0.00188	1.88100	0.01309
HG00129	994949	1.00000	1727174	0.97678	0.00650	0.00196	1.73594	0.01350
HG00614	1131746	1.00000	1679751	0.97705	0.00654	0.00203	1.48421	0.01254
HG00096	1019861	1.00000	1784357	0.97679	0.00642	0.00195	1.74961	0.01096
HG01177	1017028	1.00000	1831768	0.97675	0.00711	0.00215	1.80110	0.00945
HG03908	1046739	1.00000	1855556	0.97775	0.00874	0.00272	1.77270	0.00880
HG02345	1016940	1.00000	1866231	0.97711	0.00743	0.00223	1.83514	0.01107
HG03025	1044102	1.00000	1678850	0.97720	0.00694	0.00232	1.60794	0.01343
HG01804	1127618	1.00000	1671814	0.97550	0.00661	0.00203	1.48261	0.01294
HG03644	1015945	1.00000	1806964	0.97652	0.00804	0.00238	1.77860	0.01292
HG01796	1129767	1.00000	1661036	0.97592	0.00688	0.00209	1.47025	0.01246
NA18619	1136214	1.00000	1681195	0.97529	0.00637	0.00197	1.47965	0.01189
NA20506	1012943	1.00000	1786177	0.97635	0.00816	0.00244	1.76335	0.01162
NA20797	990847	1.00000	1783246	0.97695	0.00785	0.00233	1.79972	0.01215
NA19383	1072589	1.00000	1740558	0.97700	0.00596	0.00190	1.62276	0.01063
HG02425	1050504	1.00000	1779695	0.97613	0.00611	0.00186	1.69413	0.01244
NA19431	1066712	1.00000	1737490	0.97699	0.00569	0.00182	1.62883	0.01138
HG03595	1033364	1.00000	1871058	0.97663	0.00744	0.00231	1.81065	0.00969
HG02304	1109315	1.00000	1695092	0.97514	0.00623	0.00194	1.52805	0.01218
HG04054	1074733	1.00000	1784405	0.97640	0.00845	0.00261	1.66032	0.00925
HG02759	1127321	1.00000	1623903	0.97652	0.00613	0.00203	1.44050	0.01105
HG01046	1146428	1.00000	1663010	0.97603	0.00609	0.00186	1.45060	0.01137
HG00542	1140471	1.00000	1660715	0.97532	0.00700	0.00212	1.45617	0.01209
HG02076	1140579	1.00000	1683509	0.97549	0.00592	0.00183	1.47601	0.01140
HG02292	1163418	1.00000	1592046	0.97561	0.00714	0.00223	1.36842	0.01107
HG01685	980319	1.00000	1765045	0.97743	0.00632	0.00188	1.80048	0.01319
HG03742	1029965	1.00000	1835116	0.97649	0.00660	0.00198	1.78173	0.01109
HG04195	1023589	1.00000	1842781	0.97788	0.01088	0.00347	1.80031	0.01152
NA18910	1086998	1.00000	1709377	0.97775	0.00538	0.00174	1.57257	0.01154
NA18564	1127306	1.00000	1708299	0.97621	0.00666	0.00202	1.51538	0.01098
NA18994	1156646	1.00000	1687356	0.97537	0.00617	0.00191	1.45884	0.00960
NA19067	1158972	1.00000	1675694	0.97546	0.00617	0.00191	1.44585	0.01155
NA20845	1025612	1.00000	1851030	0.97696	0.00690	0.00206	1.80481	0.01134
HG03111	1078563	1.00000	1704874	0.97685	0.00652	0.00213	1.58069	0.01106
HG04026	1078489	1.00000	1722815	0.97539	0.00860	0.00279	1.59743	0.01232
HG00641	988678	1.00000	1821326	0.97730	0.00661	0.00197	1.84218	0.01223
NA19457	1057441	1.00000	1731401	0.97631	0.00515	0.00165	1.63735	0.01213
NA20881	1019806	1.00000	1830142	0.97666	0.00618	0.00187	1.79460	0.01122
HG01089	990920	1.00000	1921424	0.97730	0.00720	0.00217	1.93903	0.00725
HG01113	1005380	1.00000	1825627	0.97632	0.00655	0.00196	1.81586	0.01202
HG00115	978107	1.00000	1727325	0.97689	0.00591	0.00177	1.76599	0.01403
HG02684	1154146	1.00000	1548185	0.97608	0.00641	0.00206	1.34141	0.01162
HG02449	1064692	1.00000	1743975	0.97723	0.00578	0.00184	1.63801	0.01087
HG03565	1079616	1.00000	1724763	0.97705	0.00690	0.00232	1.59757	0.01103
NA18968	1157761	1.00000	1668870	0.97497	0.00691	0.00214	1.44146	0.01050
NA18517	1069858	1.00000	1707631	0.97684	0.00639	0.00207	1.59613	0.01139
NA20357	1025627	1.00000	1800745	0.97789	0.00613	0.00193	1.75575	0.01107
HG00446	1147129	1.00000	1674475	0.97526	0.00607	0.00187	1.45971	0.01179
NA20806	1035354	1.00000	1768957	0.97705	0.00689	0.00209	1.70855	0.01041
HG00337	997203	1.00000	1765043	0.97690	0.00637	0.00192	1.76999	0.01312
HG00543	1151684	1.00000	1700570	0.97504	0.00615	0.00189	1.47659	0.00977
HG03854	1103290	1.00000	1718183	0.97617	0.00950	0.00316	1.55733	0.01084
NA19315	1076666	1.00000	1748296	0.97654	0.00606	0.00193	1.62381	0.01104
NA19057	1132372	1.00000	1655391	0.97580	0.00636	0.00197	1.46188	0.01229
HG03953	967932	1.00000	1712358	0.97748	0.00812	0.00256	1.76909	0.01497
HG04158	1027042	1.00000	1833664	0.97593	0.00948	0.00297	1.78538	0.01143
HG02756	1073677	1.00000	1708266	0.97685	0.00597	0.00194	1.59104	0.01210
NA19703	1028884	1.00000	1808432	0.97746	0.00680	0.00214	1.75766	0.01079
NA20522	999537	1.00000	1777952	0.97752	0.00639	0.00196	1.77878	0.01220
HG03649	1013050	1.00000	1850343	0.97677	0.00689	0.00209	1.82651	0.01166
NA20314	1047246	1.00000	1716012	0.97714	0.00649	0.00197	1.63859	0.01220
HG03120	1086292	1.00000	1726509	0.97688	0.00696	0.00228	1.58936	0.01056
NA18745	1142766	1.00000	1697669	0.97640	0.00780	0.00237	1.48558	0.01113
HG03376	1063870	1.00000	1698335	0.97666	0.00796	0.00265	1.59637	0.01227
HG01351	1011128	1.00000	1788834	0.97715	0.00809	0.00243	1.76915	0.01187
NA19085	1110233	1.00000	1651045	0.97479	0.00677	0.00208	1.48712	0.01387
HG01694	1004923	1.00000	1747577	0.97639	0.00660	0.00198	1.73902	0.01239
NA20887	1036618	1.00000	1827441	0.97693	0.00650	0.00198	1.76289	0.01100
HG03888	1025035	1.00000	1812788	0.97613	0.00700	0.00217	1.76851	0.01248
HG03634	1020381	1.00000	1833007	0.97712	0.00733	0.00224	1.79639	0.01052
HG00864	1130508	1.00000	1688902	0.97545	0.00624	0.00192	1.49393	0.01179
HG01383	1042540	1.00000	1790408	0.97593	0.00678	0.00204	1.71735	0.01099
HG01618	996587	1.00000	1759948	0.97705	0.00673	0.00203	1.76598	0.01234
HG03069	1089000	1.00000	1727205	0.97634	0.00633	0.00207	1.58605	0.00945
HG03351	1091028	1.00000	1716750	0.97618	0.00748	0.00247	1.57352	0.00931
HG00384	1019017	1.00000	1768482	0.97569	0.00960	0.00317	1.73548	0.01171
NA21135	1039390	1.00000	1822864	0.97756	0.00690	0.00208	1.75378	0.00999
NA19663	1023699	1.00000	1723040	0.97768	0.00562	0.00170	1.68315	0.01357
HG01890	1023044	1.00000	1800534	0.97626	0.00609	0.00192	1.75998	0.01215
HG04152	1092054	1.00000	1763246	0.97637	0.01122	0.00373	1.61461	0.00965
HG00982	1154142	1.00000	1672682	0.97496	0.00907	0.00303	1.44929	0.01183
NA18878	1085790	1.00000	1728561	0.97664	0.00624	0.00200	1.59198	0.00975
HG01171	976874	1.00000	1897532	0.97806	0.00657	0.00197	1.94245	0.01057
HG03931	1009852	1.00000	1834686	0.97667	0.00610	0.00182	1.81679	0.01252
HG00190	1024341	1.00000	1785226	0.97641	0.00658	0.00197	1.74280	0.01168
HG04211	1166672	1.00000	1518069	0.97483	0.00696	0.00221	1.30120	0.01257
NA18961	1147722	1.00000	1651132	0.97534	0.00627	0.00195	1.43862	0.01251
NA19716	1036809	1.00000	1780820	0.97631	0.00573	0.00171	1.71760	0.01266
NA12342	1068189	1.00000	1728468	0.97593	0.00716	0.00221	1.61813	0.00910
NA19649	987120	1.00000	1745968	0.97714	0.00607	0.00185	1.76875	0.01314
HG00743	980410	1.00000	1791569	0.97733	0.00624	0.00187	1.82737	0.01336
HG03485	1072063	1.00000	1687084	0.97718	0.00785	0.00265	1.57368	0.01241
HG00407	1138391	1.00000	1696312	0.97495	0.00622	0.00192	1.49010	0.01121
HG01862	1143888	1.00000	1692573	0.97469	0.00629	0.00193	1.47967	0.01165
NA19129	1093290	1.00000	1709902	0.97672	0.00555	0.00179	1.56400	0.01055
HG03917	1029249	1.00000	1853140	0.97627	0.01574	0.00531	1.80048	0.00978
HG00176	1021795	1.00000	1789376	0.97589	0.00644	0.00193	1.75121	0.01083
HG01395	998888	1.00000	1838837	0.97701	0.00654	0.00196	1.84088	0.01047
NA18557	1139001	1.00000	1653562	0.97537	0.00651	0.00198	1.45177	0.01196
NA07051	1020619	1.00000	1737784	0.97619	0.00663	0.00203	1.70268	0.01185
NA18648	1139650	1.00000	1695471	0.97576	0.00666	0.00201	1.48771	0.01060
NA18861	1074180	1.00000	1704672	0.97700	0.00601	0.00194	1.58695	0.01157
NA19701	1009981	1.00000	1825238	0.97840	0.00615	0.00194	1.80720	0.01077
HG02278	1164931	1.00000	1565922	0.97520	0.00613	0.00196	1.34422	0.01270
NA20332	965135	1.00000	1805974	0.97879	0.00658	0.00202	1.87121	0.01328
NA20516	1016172	1.00000	1777303	0.97675	0.00722	0.00228	1.74902	0.01156
NA18610	1131940	1.00000	1666228	0.97553	0.00628	0.00190	1.47201	0.01271
NA19722	999802	1.00000	1817816	0.97698	0.00637	0.00190	1.81818	0.01224
HG00120	1031582	1.00000	1793149	0.97581	0.00645	0.00197	1.73825	0.00936
HG01437	1021147	1.00000	1794455	0.97605	0.00634	0.00191	1.75729	0.01172
HG02870	1084985	1.00000	1706737	0.97643	0.01010	0.00363	1.57305	0.01163
NA12889	1017545	1.00000	1791586	0.97386	0.00860	0.00259	1.76069	0.01336
HG01308	969444	1.00000	1899403	0.97722	0.00821	0.00244	1.95927	0.01120
NA19681	1029321	1.00000	1757996	0.97721	0.00662	0.00199	1.70792	0.01334
HG00109	1012806	1.00000	1795282	0.97568	0.00724	0.00215	1.77258	0.01052
HG03079	1051765	1.00000	1670620	0.97663	0.00574	0.00188	1.58840	0.01348
HG01077	974812	1.00000	1874245	0.97784	0.00619	0.00186	1.92267	0.01172
HG01515	1017012	1.00000	1734461	0.97584	0.00623	0.00189	1.70545	0.01256
HG03708	1043968	1.00000	1846839	0.97616	0.00733	0.00226	1.76906	0.00890
NA20778	1010127	1.00000	1791750	0.97609	0.00662	0.00199	1.77379	0.01092
HG02792	1013208	1.00000	1791966	0.97694	0.00691	0.00214	1.76861	0.01316
HG01971	1056123	1.00000	1806243	0.97677	0.00641	0.00195	1.71026	0.01098
NA21122	1021924	1.00000	1788673	0.97632	0.00621	0.00187	1.75030	0.01282
HG01619	1002083	1.00000	1800288	0.97620	0.00632	0.00191	1.79655	0.01215
HG00278	1038090	1.00000	1777843	0.97642	0.00658	0.00200	1.71261	0.01024
HG02134	1137398	1.00000	1683647	0.97624	0.00613	0.00190	1.48026	0.01186
HG02635	1086388	1.00000	1719584	0.97695	0.00639	0.00209	1.58285	0.01095
HG01624	1008415	1.00000	1776481	0.97718	0.00643	0.00192	1.76166	0.01183
HG02817	1061440	1.00000	1710954	0.97739	0.00627	0.00200	1.61192	0.01210
HG03916	1032809	1.00000	1832295	0.97655	0.00624	0.00189	1.77409	0.01182
NA19436	1052969	1.00000	1752184	0.97711	0.00551	0.00174	1.66404	0.01160
HG01200	1033225	1.00000	1773778	0.97665	0.00645	0.00196	1.71674	0.01140
HG03780	1015508	1.00000	1802022	0.97664	0.00645	0.00196	1.77450	0.01287
NA12347	1002620	1.00000	1799313	0.97678	0.00679	0.00204	1.79461	0.01066
HG01101	1007510	1.00000	1855022	0.97644	0.00683	0.00205	1.84119	0.01044
NA19090	1177313	1.00000	1675577	0.97549	0.00693	0.00218	1.42322	0.00813
NA12750	1021885	1.00000	1790621	0.97627	0.00667	0.00204	1.75227	0.01023
HG03470	1086223	1.00000	1729154	0.97601	0.00855	0.00285	1.59190	0.01061
NA18528	1116131	1.00000	1648439	0.97633	0.00549	0.00170	1.47692	0.01340
HG03830	1008731	1.00000	1798868	0.97645	0.00589	0.00176	1.78330	0.01362
HG02604	1113678	1.00000	1598884	0.97550	0.00661	0.00206	1.43568	0.01234
HG01628	1004437	1.00000	1753748	0.97702	0.00627	0.00189	1.74600	0.01267
HG01602	1010148	1.00000	1756562	0.97613	0.00647	0.00195	1.73892	0.01422
NA18605	1147319	1.00000	1680272	0.97543	0.00696	0.00212	1.46452	0.01197
HG01136	1005467	1.00000	1882094	0.97685	0.00650	0.00195	1.87186	0.01052
NA19684	974480	1.00000	1873919	0.97720	0.00673	0.00200	1.92299	0.01183
NA20827	1026354	1.00000	1803027	0.97656	0.00751	0.00228	1.75673	0.00829
HG02272	1236840	1.00000	1460139	0.97445	0.00690	0.00222	1.18054	0.01103
HG03767	1006804	1.00000	1782307	0.97641	0.00944	0.00305	1.77026	0.01325
HG00683	1136064	1.00000	1673339	0.97561	0.00763	0.00231	1.47293	0.01210
HG00692	1138328	1.00000	1682025	0.97504	0.00668	0.00206	1.47763	0.01199
HG02974	1060443	1.00000	1693616	0.97670	0.00630	0.00203	1.59708	0.01278
HG03711	1051756	1.00000	1744087	0.97552	0.00589	0.00179	1.65826	0.01253
NA18489	1110750	1.00000	1720637	0.97737	0.00696	0.00229	1.54908	0.00496
HG02715	1080078	1.00000	1743670	0.97719	0.00661	0.00214	1.61439	0.01018
HG03652	1034848	1.00000	1846982	0.97698	0.00733	0.00228	1.78479	0.01011
NA20278	877739	1.00000	2044558	0.97840	0.00693	0.00203	2.32935	0.01176
HG04153	1041574	1.00000	1858365	0.97688	0.00893	0.00282	1.78419	0.00687
NA19116	1073617	1.00000	1716073	0.97654	0.00635	0.00208	1.59840	0.01071
HG00336	1010726	1.00000	1794498	0.97580	0.00693	0.00207	1.77545	0.01184
HG02614	1049611	1.00000	1715459	0.97807	0.00705	0.00231	1.63438	0.01215
HG01801	1154543	1.00000	1660701	0.97458	0.00652	0.00201	1.43841	0.01178
HG01679	1045137	1.00000	1681661	0.97637	0.00601	0.00185	1.60903	0.01263
HG02309	1026148	1.00000	1753070	0.97723	0.00554	0.00175	1.70840	0.01260
NA11930	979883	1.00000	1772825	0.97676	0.00668	0.00199	1.80922	0.01318
NA19376	1064170	1.00000	1749842	0.97774	0.00588	0.00190	1.64433	0.01055
NA19475	1054912	1.00000	1742649	0.97746	0.00530	0.00171	1.65194	0.01213
NA19060	1159836	1.00000	1672221	0.97621	0.00646	0.00204	1.44177	0.01089
HG00330	1013564	1.00000	1782962	0.97630	0.00652	0.00195	1.75910	0.01195
HG00142	998383	1.00000	1790872	0.97615	0.00572	0.00174	1.79377	0.01614
HG02780	1128037	1.00000	1686203	0.97498	0.00760	0.00242	1.49481	0.00970
HG03604	1038893	1.00000	1826063	0.97627	0.00859	0.00275	1.75770	0.01134
HG02394	1143720	1.00000	1658939	0.97503	0.00691	0.00214	1.45048	0.01262
NA19456	1049759	1.00000	1740607	0.97721	0.00595	0.00188	1.65810	0.01160
NA18544	1130053	1.00000	1667996	0.97474	0.00627	0.00192	1.47603	0.01239
HG01462	972171	1.00000	1910091	0.97734	0.00642	0.00190	1.96477	0.01153
HG00662	1174210	1.00000	1670348	0.97506	0.00979	0.00305	1.42253	0.00602
HG03698	1048798	1.00000	1809522	0.97694	0.00578	0.00176	1.72533	0.01117
HG02259	1210930	1.00000	1521366	0.97464	0.00662	0.00209	1.25636	0.01125
HG01374	1035387	1.00000	1812769	0.97646	0.00639	0.00193	1.75081	0.01076
HG03589	1021297	1.00000	1816898	0.97733	0.00806	0.00251	1.77901	0.01187
HG03720	1041097	1.00000	1792583	0.97615	0.00763	0.00240	1.72182	0.01278
HG01992	1154541	1.00000	1536983	0.97466	0.00552	0.00172	1.33125	0.01386
HG03762	992587	1.00000	1816047	0.97678	0.01301	0.00431	1.82961	0.01336
NA20814	1012929	1.00000	1796999	0.97685	0.00663	0.00200	1.77406	0.01104
HG03645	1028994	1.00000	1803072	0.97633	0.00806	0.00241	1.75227	0.01224
HG00326	1043167	1.00000	1793217	0.97606	0.00726	0.00218	1.71901	0.00878
NA21123	1038857	1.00000	1826474	0.97642	0.00672	0.00200	1.75816	0.01071
HG02262	1124111	1.00000	1680314	0.97530	0.00759	0.00232	1.49479	0.01026
HG03673	1033683	1.00000	1816037	0.97669	0.00616	0.00186	1.75686	0.01167
HG01461	993884	1.00000	1868516	0.97726	0.00611	0.00185	1.88001	0.01120
HG03697	1054568	1.00000	1794789	0.97641	0.00648	0.00197	1.70192	0.01200
NA20886	1062371	1.00000	1745111	0.97640	0.00630	0.00192	1.64266	0.01137
NA12045	1009258	1.00000	1788545	0.97692	0.00655	0.00198	1.77214	0.01086
HG01951	1184556	1.00000	1506833	0.97474	0.00624	0.00201	1.27207	0.01353
HG02491	1013975	1.00000	1840664	0.97733	0.00632	0.00190	1.81530	0.01161
NA12399	1031518	1.00000	1782760	0.97602	0.00739	0.00223	1.72829	0.00877
HG01197	1000125	1.00000	1818217	0.97677	0.00668	0.00200	1.81799	0.01200
HG01142	993745	1.00000	1903261	0.97732	0.00761	0.00237	1.91524	0.01087
HG01066	1005852	1.00000	1829537	0.97696	0.00719	0.00216	1.81889	0.01152
HG03548	1075061	1.00000	1699761	0.97735	0.00585	0.00189	1.58108	0.01181
NA20772	994953	1.00000	1717252	0.97673	0.00692	0.00206	1.72596	0.01412
NA18941	1139454	1.00000	1660020	0.97596	0.00634	0.00194	1.45686	0.01203
NA20902	1043289	1.00000	1814207	0.97619	0.00589	0.00178	1.73893	0.01110
HG02281	1038978	1.00000	1697417	0.97749	0.00566	0.00180	1.63374	0.01277
NA18965	1139059	1.00000	1702200	0.97500	0.00668	0.00206	1.49439	0.01091
HG02389	1113410	1.00000	1619945	0.97544	0.00612	0.00186	1.45494	0.01415
HG01958	1015582	1.00000	1823484	0.97795	0.00604	0.00190	1.79551	0.01116
HG01556	961748	1.00000	1875745	0.97835	0.00622	0.00187	1.95035	0.01252
NA19355	1063323	1.00000	1751531	0.97659	0.00594	0.00188	1.64722	0.01291
HG01168	994368	1.00000	1802731	0.97759	0.00658	0.00199	1.81294	0.01215
HG02508	1050582	1.00000	1758117	0.97661	0.00748	0.00250	1.67347	0.01165
HG00583	1136916	1.00000	1684044	0.97502	0.00781	0.00238	1.48124	0.01160
NA19472	1031167	1.00000	1694289	0.97732	0.00532	0.00169	1.64308	0.01364
HG00266	1004795	1.00000	1772063	0.97677	0.00583	0.00176	1.76361	0.01224
HG00237	1011751	1.00000	1766267	0.97710	0.00632	0.00191	1.74575	0.01174
HG01092	953946	1.00000	1875810	0.97764	0.00671	0.00200	1.96637	0.01288
HG01926	1232190	1.00000	1459045	0.97343	0.00614	0.00193	1.18411	0.01222
NA18871	1094731	1.00000	1738018	0.97765	0.00656	0.00220	1.58762	0.00716
HG02687	1043559	1.00000	1794498	0.97689	0.00701	0.00214	1.71959	0.01169
HG03727	1040375	1.00000	1820627	0.97585	0.00689	0.00208	1.74997	0.01106
NA18972	1158887	1.00000	1690980	0.97551	0.00725	0.00223	1.45914	0.00926
HG00174	1016961	1.00000	1789955	0.97717	0.00713	0.00216	1.76010	0.01094
HG00638	998238	1.00000	1884731	0.97700	0.00634	0.00192	1.88806	0.01024
HG01704	1001434	1.00000	1784499	0.97630	0.00632	0.00189	1.78194	0.01252
HG03703	995072	1.00000	1785336	0.97650	0.00625	0.00186	1.79418	0.01352
HG02383	1120491	1.00000	1657057	0.97564	0.00617	0.00189	1.47887	0.01306
HG01148	1071274	1.00000	1691025	0.97622	0.00620	0.00192	1.57852	0.01186
HG03694	1007838	1.00000	1838331	0.97751	0.00619	0.00188	1.82403	0.01211
HG03705	1042896	1.00000	1809736	0.97669	0.00608	0.00184	1.73530	0.01146
HG01939	1114896	1.00000	1701156	0.97434	0.00650	0.00199	1.52584	0.01641
HG01791	982135	1.00000	1720588	0.97652	0.00755	0.00226	1.75189	0.01461
NA19319	1078263	1.00000	1754341	0.97745	0.00582	0.00186	1.62701	0.01047
HG02070	1121365	1.00000	1667098	0.97538	0.00570	0.00175	1.48667	0.01307
HG00478	1150261	1.00000	1651426	0.97619	0.00695	0.00214	1.43570	0.01205
NA20512	1009042	1.00000	1797561	0.97701	0.00672	0.00204	1.78145	0.01081
HG01491	1092901	1.00000	1705108	0.97593	0.00678	0.00211	1.56017	0.00669
NA20802	1002401	1.00000	1790670	0.97606	0.00826	0.00243	1.78638	0.01193
HG01676	1021716	1.00000	1744704	0.97690	0.00606	0.00184	1.70762	0.01217
HG02155	1118900	1.00000	1652252	0.97512	0.00650	0.00200	1.47668	0.01339
NA19024	1061728	1.00000	1743546	0.97674	0.00583	0.00186	1.64218	0.01145
HG00728	1131774	1.00000	1672073	0.97538	0.00567	0.00174	1.47739	0.01232
HG01489	976937	1.00000	1783956	0.97677	0.00613	0.00182	1.82607	0.01334
HG03905	1011142	1.00000	1823008	0.97696	0.00772	0.00237	1.80292	0.01264
NA19923	968027	1.00000	1909055	0.97805	0.00633	0.00192	1.97211	0.01060
NA19309	1053209	1.00000	1723123	0.97781	0.00629	0.00197	1.63607	0.01227
NA18992	1165107	1.00000	1542577	0.97438	0.00619	0.00196	1.32398	0.01324
