#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HET_RATE	INCONSISTENT_AB_HET_RATE
NA19084	1157871	1.00000	1705178	0.97588	0.00689	0.00213	1.47268	0.00914
HG03765	1006526	1.00000	1840554	0.97716	0.00642	0.00191	1.82862	0.01175
HG03439	1086535	1.00000	1701587	0.97736	0.00645	0.00210	1.56607	0.01117
HG01771	1020197	1.00000	1784088	0.97618	0.00679	0.00207	1.74877	0.01100
NA19152	1084421	1.00000	1722862	0.97704	0.00596	0.00193	1.58874	0.01044
HG01191	994688	1.00000	1860362	0.97756	0.00697	0.00209	1.87030	0.01067
HG02391	1145008	1.00000	1637096	0.97539	0.00595	0.00181	1.42977	0.01327
NA20905	1057628	1.00000	1840694	0.97739	0.00745	0.00226	1.74040	0.00592
NA21120	1023925	1.00000	1840413	0.97665	0.00700	0.00209	1.79741	0.01046
HG03667	1062283	1.00000	1789703	0.97687	0.00703	0.00216	1.68477	0.01113
HG04173	1029108	1.00000	1845517	0.97666	0.00761	0.00228	1.79332	0.01110
HG01623	999933	1.00000	1778639	0.97768	0.00611	0.00186	1.77876	0.01225
HG01795	1163384	1.00000	1690588	0.97521	0.00636	0.00196	1.45316	0.00879
HG01941	1135328	1.00000	1657338	0.97459	0.00645	0.00199	1.45979	0.01105
NA18944	1125227	1.00000	1639324	0.97558	0.00660	0.00212	1.45688	0.01365
HG01048	1003563	1.00000	1870684	0.97733	0.00728	0.00219	1.86404	0.00750
NA21119	1021339	1.00000	1766849	0.97704	0.00703	0.00212	1.72993	0.01292
HG03695	1058459	1.00000	1754079	0.97564	0.00671	0.00202	1.65720	0.01344
NA12830	980603	1.00000	1765987	0.97758	0.00659	0.00197	1.80092	0.01299
NA18924	1078806	1.00000	1712385	0.97668	0.00667	0.00213	1.58730	0.01105
HG02291	1219057	1.00000	1489614	0.97437	0.00606	0.00197	1.22194	0.01272
NA18856	1067432	1.00000	1723746	0.97678	0.00576	0.00183	1.61485	0.01183
HG03716	1001038	1.00000	1823691	0.97691	0.01012	0.00329	1.82180	0.01259
HG00183	1030518	1.00000	1771948	0.97646	0.00611	0.00186	1.71947	0.01192
NA19310	1063257	1.00000	1718179	0.97757	0.00667	0.00212	1.61596	0.01209
HG01094	977192	1.00000	1873793	0.97746	0.00670	0.00198	1.91753	0.01112
NA19756	1010646	1.00000	1809506	0.97741	0.00592	0.00180	1.79044	0.01238
NA21105	1036424	1.00000	1853777	0.97708	0.00699	0.00208	1.78863	0.00918
NA21126	1030995	1.00000	1794766	0.97719	0.00684	0.00205	1.74081	0.01240
HG00268	1009429	1.00000	1761986	0.97703	0.00665	0.00202	1.74553	0.01205
NA19467	1062386	1.00000	1743005	0.97766	0.00581	0.00185	1.64065	0.01124
HG01334	1005658	1.00000	1785321	0.97584	0.00633	0.00190	1.77528	0.01162
HG01684	994849	1.00000	1769780	0.97686	0.00621	0.00187	1.77894	0.01218
HG00126	1036133	1.00000	1783054	0.97550	0.00758	0.00232	1.72087	0.00802
HG02165	1132499	1.00000	1689222	0.97612	0.00586	0.00181	1.49159	0.01203
NA18599	1153074	1.00000	1700759	0.97540	0.00697	0.00215	1.47498	0.01078
HG00448	1155890	1.00000	1685139	0.97556	0.00765	0.00233	1.45787	0.01064
HG00610	1157252	1.00000	1675883	0.97553	0.00697	0.00216	1.44816	0.01100
HG04141	1043235	1.00000	1851274	0.97602	0.00761	0.00228	1.77455	0.00851
NA19037	1084566	1.00000	1758379	0.97662	0.00659	0.00212	1.62127	0.00924
HG02406	1143814	1.00000	1660058	0.97518	0.00580	0.00178	1.45134	0.01239
HG02380	1194035	1.00000	1558196	0.97327	0.00667	0.00207	1.30498	0.01292
HG03401	1047709	1.00000	1658470	0.97640	0.00608	0.00196	1.58295	0.01427
NA18616	1135672	1.00000	1661301	0.97492	0.00657	0.00201	1.46284	0.01245
NA19466	1050188	1.00000	1770099	0.97760	0.00593	0.00188	1.68551	0.01067
HG00257	1022257	1.00000	1796814	0.97769	0.00722	0.00220	1.75769	0.01041
HG03018	1033864	1.00000	1807436	0.97586	0.00690	0.00212	1.74823	0.01204
NA19471	1069717	1.00000	1744274	0.97699	0.00551	0.00174	1.63059	0.01167
HG00114	1029863	1.00000	1756126	0.97711	0.00603	0.00184	1.70520	0.01090
NA19248	1095552	1.00000	1711210	0.97680	0.00640	0.00205	1.56196	0.01053
NA20854	1011376	1.00000	1850799	0.97757	0.00650	0.00194	1.82998	0.01115
NA11881	1023613	1.00000	1766461	0.97702	0.00600	0.00180	1.72571	0.01176
HG03095	1041462	1.00000	1671541	0.97631	0.00911	0.00315	1.60499	0.01430
NA18877	1083557	1.00000	1701075	0.97625	0.00532	0.00172	1.56990	0.01202
NA18645	1148341	1.00000	1654239	0.97576	0.00633	0.00195	1.44055	0.01216
HG03884	1046711	1.00000	1709017	0.97726	0.00921	0.00303	1.63275	0.01274
NA19036	1091288	1.00000	1755616	0.97738	0.00704	0.00226	1.60876	0.00638
HG03472	1052929	1.00000	1685073	0.97743	0.00683	0.00230	1.60037	0.01332
HG03258	1081472	1.00000	1729027	0.97715	0.00655	0.00215	1.59877	0.00968
NA18611	1145068	1.00000	1694005	0.97548	0.00637	0.00198	1.47939	0.01079
HG01790	1016763	1.00000	1745595	0.97668	0.00661	0.00200	1.71682	0.01178
NA19360	1054926	1.00000	1716946	0.97839	0.00567	0.00180	1.62755	0.01171
HG04080	1049025	1.00000	1842308	0.97710	0.00738	0.00224	1.75621	0.00983
HG02685	1059831	1.00000	1715993	0.97587	0.00752	0.00237	1.61912	0.01207
NA20877	1038573	1.00000	1762043	0.97721	0.00776	0.00233	1.69660	0.01258
NA12812	1023823	1.00000	1790319	0.97574	0.00663	0.00201	1.74866	0.01032
NA21104	1025408	1.00000	1786945	0.97649	0.00659	0.00196	1.74267	0.01231
HG03268	1075819	1.00000	1699516	0.97786	0.00643	0.00208	1.57974	0.01152
NA20792	1014985	1.00000	1808645	0.97660	0.00679	0.00207	1.78194	0.00992
HG00353	1002399	1.00000	1769848	0.97685	0.00609	0.00182	1.76561	0.01275
HG01375	983124	1.00000	1857939	0.97799	0.00657	0.00195	1.88983	0.01171
NA20810	1018485	1.00000	1791626	0.97647	0.00683	0.00207	1.75911	0.01046
NA20805	1030366	1.00000	1767024	0.97689	0.00663	0.00201	1.71495	0.01062
HG03229	1060824	1.00000	1680639	0.97591	0.00623	0.00194	1.58428	0.01377
HG01775	1028080	1.00000	1784807	0.97672	0.00689	0.00209	1.73606	0.01022
NA19075	1145464	1.00000	1676245	0.97542	0.00613	0.00189	1.46338	0.01083
NA19762	1067961	1.00000	1832920	0.97653	0.00694	0.00213	1.71628	0.00770
HG01521	1014657	1.00000	1732758	0.97703	0.00635	0.00194	1.70773	0.01233
HG02051	1077988	1.00000	1736839	0.97642	0.00558	0.00180	1.61119	0.01127
HG03265	1060140	1.00000	1687277	0.97700	0.00723	0.00232	1.59156	0.01255
HG02648	1076635	1.00000	1710133	0.97769	0.00654	0.00202	1.58841	0.01100
HG04015	1029700	1.00000	1789976	0.97641	0.00603	0.00180	1.73835	0.01250
NA11830	1022347	1.00000	1784453	0.97662	0.00695	0.00211	1.74545	0.01106
HG01809	1154118	1.00000	1665152	0.97551	0.00654	0.00202	1.44279	0.01082
NA19117	1057478	1.00000	1685046	0.97711	0.00574	0.00183	1.59346	0.01216
HG02427	1036704	1.00000	1749284	0.97565	0.00689	0.00232	1.68735	0.01233
HG01779	1028757	1.00000	1794511	0.97696	0.00630	0.00191	1.74435	0.01019
NA19397	1072289	1.00000	1721594	0.97703	0.00582	0.00187	1.60553	0.01089
NA11829	1024558	1.00000	1788438	0.97756	0.00644	0.00196	1.74557	0.00914
NA19474	1063613	1.00000	1739211	0.97774	0.00540	0.00172	1.63519	0.01144
HG03973	1023117	1.00000	1802315	0.97608	0.00693	0.00210	1.76159	0.01188
HG00525	1139029	1.00000	1641232	0.97525	0.00789	0.00242	1.44090	0.01266
NA19059	1143123	1.00000	1677064	0.97522	0.00630	0.00193	1.46709	0.01173
NA20899	1027994	1.00000	1805137	0.97680	0.00625	0.00188	1.75598	0.01136
HG02301	1124203	1.00000	1649919	0.97662	0.00633	0.00202	1.46763	0.01247
NA19054	1139234	1.00000	1676985	0.97594	0.00625	0.00193	1.47203	0.01173
HG03977	1019686	1.00000	1761547	0.97668	0.00683	0.00213	1.72754	0.01391
NA11893	1017974	1.00000	1776532	0.97714	0.00680	0.00207	1.74516	0.01139
HG02691	1055638	1.00000	1804805	0.97635	0.00762	0.00231	1.70968	0.01005
NA18986	1153654	1.00000	1701371	0.97504	0.00712	0.00219	1.47477	0.00905
HG02253	1050301	1.00000	1757184	0.97602	0.00617	0.00188	1.67303	0.01187
HG00267	1027228	1.00000	1775639	0.97694	0.00644	0.00195	1.72857	0.01095
HG00619	1159386	1.00000	1656806	0.97536	0.00677	0.00206	1.42904	0.01122
NA19707	962796	1.00000	1852087	0.97756	0.00542	0.00166	1.92365	0.01241
HG00657	1135108	1.00000	1666595	0.97413	0.00620	0.00189	1.46823	0.01332
HG00404	1122130	1.00000	1648618	0.97549	0.00599	0.00182	1.46919	0.01400
HG00344	1014146	1.00000	1786744	0.97639	0.00624	0.00187	1.76182	0.01107
HG01816	1267350	1.00000	1462468	0.97322	0.00583	0.00185	1.15396	0.01133
NA21125	1045037	1.00000	1815370	0.97623	0.00676	0.00206	1.73713	0.01120
HG02652	1000714	1.00000	1853421	0.97661	0.00778	0.00234	1.85210	0.01210
HG00256	1026493	1.00000	1762114	0.97650	0.00585	0.00177	1.71664	0.01181
HG03234	1005746	1.00000	1839660	0.97675	0.00824	0.00244	1.82915	0.01202
NA18966	1145256	1.00000	1699296	0.97685	0.00655	0.00203	1.48377	0.01032
HG00132	1019054	1.00000	1745378	0.97646	0.00585	0.00179	1.71274	0.01212
HG01967	1056833	1.00000	1714638	0.97671	0.00589	0.00179	1.62243	0.01293
HG02973	1055436	1.00000	1687588	0.97616	0.00660	0.00219	1.59895	0.01297
HG03788	1049990	1.00000	1786124	0.97665	0.00656	0.00200	1.70109	0.01177
HG02787	1070455	1.00000	1792510	0.97650	0.00755	0.00236	1.67453	0.00980
NA18969	1150151	1.00000	1666952	0.97460	0.00658	0.00202	1.44933	0.01116
HG00365	1010321	1.00000	1793852	0.97679	0.00628	0.00187	1.77553	0.01132
HG01486	1003471	1.00000	1805883	0.97655	0.00657	0.00197	1.79964	0.01235
HG01673	1010817	1.00000	1753064	0.97554	0.00667	0.00201	1.73430	0.01268
HG03451	1076119	1.00000	1690710	0.97626	0.00673	0.00224	1.57112	0.01238
HG04182	1018976	1.00000	1827045	0.97657	0.00826	0.00254	1.79302	0.01182
NA18907	1080604	1.00000	1708338	0.97619	0.00576	0.00187	1.58091	0.01217
HG01761	1001084	1.00000	1777804	0.97616	0.00679	0.00202	1.77588	0.01191
HG02798	1084186	1.00000	1730024	0.97651	0.00692	0.00225	1.59569	0.01021
HG01393	940551	1.00000	1878068	0.97748	0.00589	0.00174	1.99677	0.01286
HG01438	1033540	1.00000	1743400	0.97628	0.00618	0.00189	1.68682	0.01112
HG02763	1124687	1.00000	1654875	0.97581	0.00679	0.00223	1.47141	0.00941
NA19904	997503	1.00000	1794984	0.97727	0.00552	0.00170	1.79948	0.01268
NA19658	1012804	1.00000	1823761	0.97676	0.00594	0.00178	1.80070	0.01161
HG00328	1022093	1.00000	1739961	0.97599	0.00769	0.00232	1.70235	0.01232
HG00584	1148847	1.00000	1707479	0.97538	0.00746	0.00227	1.48625	0.00868
NA20768	1005979	1.00000	1761486	0.97634	0.00771	0.00228	1.75102	0.01253
HG04186	1049195	1.00000	1821419	0.97635	0.00719	0.00215	1.73602	0.01052
NA18615	1149732	1.00000	1675500	0.97561	0.00675	0.00207	1.45730	0.01162
NA19394	1060526	1.00000	1741193	0.97665	0.00543	0.00172	1.64182	0.01179
NA20911	1016908	1.00000	1805504	0.97732	0.00659	0.00197	1.77548	0.01263
HG02574	1045482	1.00000	1721339	0.97761	0.00636	0.00204	1.64645	0.01245
HG03770	1048911	1.00000	1760570	0.97594	0.00710	0.00218	1.67847	0.01304
HG03826	1012500	1.00000	1810802	0.97722	0.00961	0.00312	1.78845	0.01319
HG03926	1010790	1.00000	1822454	0.97755	0.00772	0.00240	1.80300	0.01251
HG04022	1042874	1.00000	1823470	0.97629	0.00807	0.00250	1.74850	0.01118
NA20412	1001029	1.00000	1867559	0.97811	0.00637	0.00198	1.86564	0.01045
HG02121	1097029	1.00000	1680906	0.97593	0.00567	0.00173	1.53223	0.01368
NA19770	1001686	1.00000	1823485	0.97753	0.00602	0.00180	1.82042	0.01191
HG03803	998164	1.00000	1789426	0.97707	0.00767	0.00232	1.79272	0.01377
HG01600	1146331	1.00000	1698212	0.97509	0.00657	0.00202	1.48143	0.01145
NA20803	1021655	1.00000	1772902	0.97630	0.00638	0.00193	1.73532	0.01149
HG02879	1077403	1.00000	1698183	0.97651	0.00602	0.00193	1.57618	0.01205
HG02541	1012897	1.00000	1823356	0.97749	0.00612	0.00192	1.80014	0.01203
HG04235	1043139	1.00000	1834467	0.97645	0.00732	0.00220	1.75860	0.01047
HG03790	1028555	1.00000	1802758	0.97652	0.00636	0.00192	1.75271	0.01163
HG02727	1033708	1.00000	1816178	0.97665	0.00856	0.00280	1.75695	0.01171
NA18629	1161686	1.00000	1710154	0.97522	0.00711	0.00219	1.47213	0.00873
HG03925	1042284	1.00000	1848580	0.97696	0.00719	0.00222	1.77359	0.00904
HG03793	1009005	1.00000	1786755	0.97677	0.00635	0.00191	1.77081	0.01334
HG02771	1077936	1.00000	1696196	0.97718	0.00595	0.00193	1.57356	0.01128
HG03785	1041953	1.00000	1752338	0.97657	0.00622	0.00189	1.68178	0.01265
NA18572	1168434	1.00000	1693647	0.97559	0.00716	0.00220	1.44950	0.00676
NA19023	1071772	1.00000	1730709	0.97733	0.00689	0.00218	1.61481	0.01172
HG00331	1015100	1.00000	1781609	0.97651	0.00646	0.00198	1.75511	0.01091
HG00731	989917	1.00000	1806561	0.97767	0.00612	0.00185	1.82496	0.01250
HG01672	1008898	1.00000	1767522	0.97673	0.00663	0.00200	1.75193	0.01251
HG01509	988744	1.00000	1772362	0.97661	0.00650	0.00195	1.79254	0.01309
HG02006	957777	1.00000	1976031	0.97843	0.00637	0.00191	2.06314	0.01048
NA18971	1148411	1.00000	1671712	0.97578	0.00700	0.00214	1.45567	0.01084
NA21130	1042422	1.00000	1777081	0.97659	0.00631	0.00191	1.70476	0.01214
HG02464	1064538	1.00000	1661599	0.97688	0.00648	0.00216	1.56086	0.01319
HG00244	1017318	1.00000	1792137	0.97632	0.00738	0.00220	1.76163	0.01003
HG02147	1179277	1.00000	1561374	0.97508	0.00597	0.00189	1.32401	0.01142
HG01927	1190159	1.00000	1571524	0.97475	0.00630	0.00196	1.32043	0.01101
HG01112	1020008	1.00000	1781229	0.97690	0.00600	0.00181	1.74629	0.01123
NA20762	1045258	1.00000	1773476	0.97751	0.00747	0.00232	1.69669	0.00539
HG02282	1004488	1.00000	1843678	0.97784	0.00678	0.00212	1.83544	0.01101
HG02601	1010572	1.00000	1819914	0.97669	0.00659	0.00199	1.80088	0.01237
HG01124	985001	1.00000	1886469	0.97738	0.00670	0.00201	1.91520	0.01159
HG01550	996307	1.00000	1820712	0.97747	0.00646	0.00194	1.82746	0.01158
HG04063	1059265	1.00000	1772224	0.97581	0.00744	0.00232	1.67307	0.01211
NA20903	1034122	1.00000	1815501	0.97638	0.00638	0.00191	1.75560	0.01071
HG02140	1140792	1.00000	1688273	0.97445	0.00591	0.00179	1.47991	0.01229
HG01800	1168484	1.00000	1609318	0.97398	0.00644	0.00199	1.37727	0.01203
HG02053	1030998	1.00000	1741233	0.97787	0.00551	0.00176	1.68888	0.01248
NA18979	1151829	1.00000	1701697	0.97557	0.00688	0.00213	1.47739	0.00956
HG00419	1138668	1.00000	1687467	0.97577	0.00655	0.00200	1.48197	0.01170
HG01977	1104840	1.00000	1614851	0.97544	0.00583	0.00183	1.46162	0.01337
NA20847	1018037	1.00000	1788385	0.97666	0.00695	0.00210	1.75670	0.01243
NA20513	1006280	1.00000	1785163	0.97641	0.00820	0.00245	1.77402	0.01222
NA20355	1006379	1.00000	1830378	0.97763	0.00774	0.00239	1.81878	0.01119
HG02256	974550	1.00000	1827076	0.97795	0.00565	0.00177	1.87479	0.01270
HG00622	1133906	1.00000	1662294	0.97500	0.00614	0.00186	1.46599	0.01333
NA21086	1031744	1.00000	1848230	0.97741	0.00844	0.00255	1.79136	0.00880
HG02923	1077677	1.00000	1697722	0.97630	0.00665	0.00214	1.57535	0.01161
NA18623	1139216	1.00000	1691368	0.97539	0.00683	0.00213	1.48468	0.01208
HG01104	978136	1.00000	1841753	0.97716	0.00616	0.00186	1.88292	0.01251
HG02131	1109088	1.00000	1729524	0.97588	0.00709	0.00215	1.55941	0.01169
HG03558	1078082	1.00000	1700440	0.97743	0.00596	0.00195	1.57728	0.01211
NA19749	990340	1.00000	1777998	0.97734	0.00583	0.00175	1.79534	0.01303
HG00308	1014497	1.00000	1756744	0.97729	0.00721	0.00219	1.73164	0.01191
HG02944	1084797	1.00000	1719961	0.97622	0.00644	0.00212	1.58551	0.01010
HG03300	1088503	1.00000	1692909	0.97688	0.00713	0.00237	1.55526	0.01122
HG02583	1110719	1.00000	1711763	0.97698	0.00727	0.00243	1.54113	0.00785
NA19713	983247	1.00000	1854597	0.97698	0.00603	0.00186	1.88620	0.01188
HG02725	1046796	1.00000	1817089	0.97667	0.00712	0.00215	1.73586	0.01020
HG02971	1065372	1.00000	1701137	0.97699	0.00655	0.00214	1.59675	0.01149
HG03663	1017897	1.00000	1827421	0.97625	0.00705	0.00215	1.79529	0.01163
HG03702	1015732	1.00000	1859625	0.97598	0.00639	0.00189	1.83082	0.01078
NA19835	1037254	1.00000	1852023	0.97710	0.00668	0.00213	1.78551	0.00783
NA20795	1017713	1.00000	1790125	0.97705	0.00688	0.00209	1.75897	0.01120
HG03301	1076361	1.00000	1705507	0.97677	0.00642	0.00210	1.58451	0.01172
HG00271	1023509	1.00000	1795922	0.97664	0.00663	0.00200	1.75467	0.01099
HG02182	1152608	1.00000	1669277	0.97557	0.00755	0.00247	1.44826	0.01134
HG02597	1024833	1.00000	1799426	0.97603	0.00641	0.00194	1.75582	0.01247
HG00263	996870	1.00000	1740858	0.97649	0.00639	0.00192	1.74632	0.01308
NA12005	996433	1.00000	1730632	0.97697	0.00678	0.00205	1.73683	0.01271
HG03875	1093388	1.00000	1739774	0.97739	0.01071	0.00365	1.59118	0.00839
HG01953	1179842	1.00000	1588629	0.97526	0.00666	0.00209	1.34648	0.01109
NA12383	1024260	1.00000	1780438	0.97677	0.00602	0.00184	1.73827	0.01183
HG02060	1139434	1.00000	1666332	0.97661	0.00568	0.00177	1.46242	0.01132
HG01088	968712	1.00000	1907131	0.97767	0.00632	0.00189	1.96873	0.01071
HG00556	1110517	1.00000	1628944	0.97580	0.00581	0.00179	1.46683	0.01413
NA19429	1058243	1.00000	1741129	0.97678	0.00532	0.00168	1.64530	0.01136
NA19913	1015954	1.00000	1786326	0.97774	0.00533	0.00167	1.75827	0.01221
NA20540	1000603	1.00000	1767122	0.97650	0.00797	0.00238	1.76606	0.01247
NA19451	1081573	1.00000	1728561	0.97607	0.00578	0.00186	1.59819	0.01136
HG01932	1130409	1.00000	1634336	0.97525	0.00613	0.00188	1.44579	0.01228
HG00651	1152054	1.00000	1676449	0.97588	0.00594	0.00183	1.45518	0.01125
HG04164	1032857	1.00000	1873391	0.97699	0.00976	0.00313	1.81380	0.00905
NA07357	997661	1.00000	1739502	0.97618	0.00633	0.00190	1.74358	0.01292
NA19461	1071883	1.00000	1744363	0.97621	0.00541	0.00173	1.62738	0.01139
HG03006	1038314	1.00000	1874101	0.97667	0.00778	0.00234	1.80495	0.00870
NA20884	1029440	1.00000	1786602	0.97660	0.00804	0.00240	1.73551	0.01203
NA21124	1017105	1.00000	1809651	0.97747	0.00719	0.00216	1.77922	0.01081
HG02768	1090485	1.00000	1719713	0.97582	0.00895	0.00301	1.57702	0.01065
NA19095	1069181	1.00000	1661220	0.97700	0.00595	0.00193	1.55373	0.01314
NA18608	1131248	1.00000	1672241	0.97585	0.00681	0.00209	1.47823	0.01236
NA21100	1019019	1.00000	1778583	0.97650	0.00799	0.00239	1.74539	0.01308
HG03166	1082752	1.00000	1682446	0.97708	0.00656	0.00215	1.55386	0.01222
HG02396	1151666	1.00000	1652285	0.97587	0.00606	0.00188	1.43469	0.01138
HG01873	1142436	1.00000	1672595	0.97535	0.00627	0.00192	1.46406	0.01158
HG01107	977361	1.00000	1901550	0.97678	0.00584	0.00175	1.94560	0.01113
HG03965	1045004	1.00000	1825503	0.97698	0.00926	0.00297	1.74689	0.00998
HG02555	1048427	1.00000	1791256	0.97729	0.00589	0.00185	1.70852	0.01073
HG01802	1134528	1.00000	1705191	0.97541	0.00668	0.00204	1.50300	0.01196
NA12776	1007596	1.00000	1802149	0.97673	0.00642	0.00196	1.78856	0.01085
HG03636	1013244	1.00000	1836880	0.97652	0.00862	0.00259	1.81287	0.01168
NA19088	1151668	1.00000	1680842	0.97577	0.00726	0.00224	1.45948	0.01016
HG00140	1011836	1.00000	1771332	0.97611	0.00582	0.00176	1.75061	0.01164
NA18609	1143593	1.00000	1686777	0.97504	0.00697	0.00212	1.47498	0.01113
NA12748	1008882	1.00000	1799984	0.97663	0.00680	0.00205	1.78414	0.01163
NA07000	1012417	1.00000	1799864	0.97626	0.00674	0.00204	1.77779	0.00969
NA19026	1056190	1.00000	1721351	0.97612	0.00792	0.00251	1.62977	0.01293
HG01111	955136	1.00000	1836786	0.97695	0.00705	0.00207	1.92306	0.01361
NA19009	1158201	1.00000	1698184	0.97506	0.00715	0.00220	1.46623	0.00989
NA20508	1008410	1.00000	1759907	0.97657	0.00806	0.00241	1.74523	0.01227
HG02088	1144660	1.00000	1690183	0.97513	0.00586	0.00180	1.47658	0.01176
NA18622	1137315	1.00000	1682171	0.97612	0.00624	0.00194	1.47907	0.01065
HG02512	1165356	1.00000	1648391	0.97485	0.00619	0.00193	1.41450	0.01120
HG03100	1087921	1.00000	1699255	0.97628	0.00671	0.00224	1.56193	0.01115
HG04216	1048802	1.00000	1830045	0.97677	0.00825	0.00251	1.74489	0.01046
HG02397	1133737	1.00000	1639107	0.97446	0.00576	0.00177	1.44576	0.01554
HG03684	1059497	1.00000	1781866	0.97657	0.00640	0.00195	1.68180	0.01208
HG00313	1028186	1.00000	1784303	0.97627	0.00730	0.00221	1.73539	0.00992
HG02733	1007641	1.00000	1821066	0.97621	0.00916	0.00296	1.80726	0.01227
NA21141	1051084	1.00000	1799125	0.97598	0.00782	0.00233	1.71169	0.01058
HG02399	1123739	1.00000	1666426	0.97538	0.00560	0.00173	1.48293	0.01309
NA20904	1009672	1.00000	1863064	0.97753	0.00621	0.00186	1.84522	0.00926
HG01746	1017072	1.00000	1787376	0.97728	0.00632	0.00193	1.75737	0.01094
HG03114	1077226	1.00000	1685323	0.97651	0.00714	0.00231	1.56450	0.01202
HG02113	1126362	1.00000	1661963	0.97468	0.00591	0.00183	1.47551	0.01260
NA19143	1065288	1.00000	1691786	0.97767	0.00569	0.00182	1.58810	0.01214
HG02600	1030216	1.00000	1838360	0.97701	0.00713	0.00223	1.78444	0.01093
NA19676	999076	1.00000	1822282	0.97663	0.00646	0.00194	1.82397	0.01292
NA21115	1043842	1.00000	1826114	0.97799	0.00695	0.00212	1.74942	0.00824
HG00367	1009691	1.00000	1790996	0.97670	0.00834	0.00245	1.77381	0.01219
NA18908	1071937	1.00000	1699243	0.97704	0.00517	0.00168	1.58521	0.01208
HG02284	1003668	1.00000	1815046	0.97711	0.00659	0.00204	1.80841	0.01200
NA19078	1163642	1.00000	1666494	0.97558	0.00845	0.00257	1.43214	0.01059
NA20281	998420	1.00000	1789162	0.97761	0.00622	0.00193	1.79199	0.01305
HG01866	1143213	1.00000	1672886	0.97600	0.00679	0.00209	1.46332	0.01165
NA19390	1063463	1.00000	1720126	0.97706	0.00651	0.00208	1.61748	0.01250
HG00378	1031749	1.00000	1767113	0.97612	0.00750	0.00227	1.71274	0.01091
HG01813	1152709	1.00000	1668289	0.97540	0.00790	0.00252	1.44728	0.01081
HG03074	1074040	1.00000	1675169	0.97703	0.00650	0.00210	1.55969	0.01266
HG00366	991627	1.00000	1731826	0.97700	0.00694	0.00213	1.74645	0.01335
NA20289	1024851	1.00000	1843432	0.97753	0.00600	0.00186	1.79873	0.00962
HG02981	1062944	1.00000	1713220	0.97716	0.00624	0.00204	1.61177	0.01239
HG01670	1009988	1.00000	1736815	0.97569	0.00672	0.00204	1.71964	0.01295
NA19379	1070350	1.00000	1752033	0.97798	0.00587	0.00188	1.63688	0.01053
NA19171	1059878	1.00000	1675113	0.97656	0.00641	0.00208	1.58048	0.01367
NA20759	1017184	1.00000	1795864	0.97586	0.00739	0.00229	1.76553	0.01153
HG01125	996396	1.00000	1867124	0.97717	0.00713	0.00211	1.87388	0.01150
NA20532	1002701	1.00000	1770008	0.97591	0.00825	0.00245	1.76524	0.01320
NA19077	1143942	1.00000	1679661	0.97596	0.00683	0.00209	1.46831	0.01171
NA19794	1034884	1.00000	1805593	0.97647	0.00638	0.00193	1.74473	0.01084
HG02075	1121728	1.00000	1708723	0.97664	0.00572	0.00174	1.52330	0.01200
HG02646	1071754	1.00000	1713435	0.97687	0.00594	0.00190	1.59872	0.01216
NA07048	1019093	1.00000	1774940	0.97691	0.00643	0.00196	1.74169	0.01133
NA19043	1080397	1.00000	1747977	0.97734	0.00753	0.00241	1.61790	0.00926
NA19004	1145287	1.00000	1675114	0.97555	0.00702	0.00217	1.46262	0.01131
NA19377	1067865	1.00000	1737120	0.97747	0.00568	0.00183	1.62672	0.01101
NA19019	1087707	1.00000	1732348	0.97699	0.00641	0.00206	1.59266	0.01019
HG03858	1099494	1.00000	1673107	0.97525	0.00936	0.00308	1.52171	0.01282
HG03911	1043163	1.00000	1819501	0.97655	0.00669	0.00205	1.74422	0.01163
HG03898	1084427	1.00000	1740199	0.97589	0.01305	0.00460	1.60472	0.00948
HG03752	1065422	1.00000	1715873	0.97635	0.00626	0.00190	1.61051	0.01189
NA19374	1077801	1.00000	1774409	0.97633	0.00722	0.00232	1.64632	0.00449
HG00242	1025772	1.00000	1796547	0.97710	0.00824	0.00249	1.75141	0.00792
NA12156	1031025	1.00000	1790704	0.97664	0.00670	0.00205	1.73682	0.01026
HG01064	977859	1.00000	1869605	0.97723	0.00637	0.00191	1.91194	0.01142
HG02577	1034038	1.00000	1839643	0.97738	0.00790	0.00248	1.77909	0.00941
HG02891	1060780	1.00000	1720853	0.97667	0.00589	0.00190	1.62225	0.01183
NA20775	1013681	1.00000	1789751	0.97643	0.00619	0.00186	1.76560	0.01092
NA19661	1015369	1.00000	1805274	0.97710	0.00655	0.00199	1.77795	0.01167
NA19185	1083581	1.00000	1737169	0.97650	0.00588	0.00189	1.60317	0.00958
HG01950	1119677	1.00000	1626839	0.97633	0.00597	0.00187	1.45295	0.01304
HG02645	1070075	1.00000	1714468	0.97767	0.00589	0.00189	1.60219	0.01146
NA12815	1031815	1.00000	1785837	0.97551	0.00690	0.00208	1.73077	0.01092
NA18596	1135702	1.00000	1639319	0.97625	0.00701	0.00217	1.44344	0.01249
HG02484	1021287	1.00000	1803447	0.97707	0.00601	0.00191	1.76586	0.01110
HG02476	1022782	1.00000	1831659	0.97719	0.00770	0.00259	1.79086	0.01107
NA20773	1013527	1.00000	1761249	0.97673	0.00637	0.00192	1.73774	0.01151
HG02462	1069123	1.00000	1746502	0.97688	0.00639	0.00209	1.63358	0.01132
